Conversation,SK,UserData,PK,CreatedAt,Feedback
"[{'from': 'bot', 'text': 'Para independizar tu parte del predio (33%) de los otros propietarios, debes realizar un trámite conocido como &quot;desenglobe&quot; en Catastro Bogotá.Este proceso permite separar una parte de un predio de mayor extensión.Sin embargo, es importante tener en cuenta que este procedimiento tiene ciertos requisitos y pasos a seguir:1. Trámite de desenglobe: Este trámite se realiza para registrar las modificaciones que ocurren en los linderos de los predios por una acción de segregación (desenglobe), sin estar condicionado al cambio de propietario o poseedor [3].2. Requisitos previos:   - Debes contar con la aprobación de todos los propietarios del inmueble.   - Es necesario tener una escritura pública de división material del inmueble, realizada ante notario.   - Los linderos de tu parte (33%) deben estar claramente definidos.3. Procedimiento:   - Inicia el trámite de &quot;Englobe o desenglobe de dos o más predios&quot; en Catastro Bogotá [3].   - Este es un trámite semipresencial que no genera pago y tiene una duración aproximada de 30 días hábiles  .4. Documentación requerida:   - Identificación detallada del predio y sus colindantes.   - Descripción de linderos y área del predio y su relación con los colindantes.   - Acta de colindancia (en caso de haberse levantado).   - Estudio de títulos que abarque el predio y sus colindantes, si es necesario.   - Levantamiento topográfico del predio de acuerdo con las especificaciones técnicas establecidas.   - Copia simple de los títulos de dominio registrados que contienen la descripción y/o mención de los linderos y área del predio y sus colindantes [2].5. Presentación de la solicitud:   - Puedes iniciar el trámite a través de la plataforma de Catastro en Línea o acudiendo a un punto de atención de Catastro Bogotá.Es importante tener en cuenta que este proceso puede ser complejo y podría requerir asesoría legal, especialmente para la elaboración de la escritura pública de división material.Además, debes asegurarte de que la división sea legalmente posible según las normas urbanísticas vigentes en tu zona.Para obtener información más detallada sobre este trámite y comenzar el proceso, te recomiendo visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co, donde encontrarás los formularios necesarios y podrás agendar una cita si requieres atención presencial.', 'timestamp': '2025-08-15T11:45:24Z'}]",CONVERSATION#2025-08-15T16:45:25.108152,"{'nombre': '', 'ciudad': ''}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:45:25.108152,
"[{'from': 'user', 'text': 'donde puedo tener un mapa de mi barrio que sea gratis', 'timestamp': '2025-08-15T11:49:10Z'}, {'from': 'bot', 'text': 'Entiendo que estás buscando un mapa gratuito de tu barrio en Bogotá. Aunque Catastro Bogotá ofrece mapas detallados, la mayoría de sus productos cartográficos tienen un costo. Sin embargo, hay algunas opciones gratuitas que podrían servirte:\n\n1. Mapas Bogotá:\n   Este es un servicio gratuito ofrecido por la Infraestructura de Datos Espaciales para el Distrito Capital (IDECA). Puedes acceder a mapas detallados de todos los barrios de Bogotá sin costo  .\n\n   Pasos para usar Mapas Bogotá:\n   - Visita el sitio web: https://mapas.bogota.gov.co/\n   - Utiliza la barra de búsqueda para encontrar tu barrio\n   - Explora el mapa interactivo con diferentes capas de información\n\n2. Geoportal de Catastro Bogotá:\n   Aunque no es un mapa para descargar, puedes consultar información cartográfica de tu barrio de forma gratuita  .\n\n   Pasos para usar el Geoportal:\n   - Visita: https://geoportal.catastrobogota.gov.co/\n   - Busca tu barrio en el mapa interactivo\n   - Explora diferentes capas de información catastral\n\n3. Datos Abiertos de la UAECD:\n   Catastro Bogotá tiene algunos datos cartográficos disponibles gratuitamente en la plataforma de Datos Abiertos  .\n\n   Pasos para acceder:\n   - Visita: https://datosabiertos.bogota.gov.co/\n   - Busca ""mapa"" o ""cartografía"" en la barra de búsqueda\n   - Descarga los datos que necesites (puede requerir conocimientos técnicos para su uso)\n\nEs importante tener en cuenta que aunque estos recursos son gratuitos, pueden no tener el mismo nivel de detalle que los mapas pagos ofrecidos por Catastro Bogotá. Sin embargo, son excelentes opciones para obtener una visión general de tu barrio sin costo.\n\nSi necesitas un mapa más detallado o específico, puedes considerar los productos cartográficos de Catastro Bogotá, como el Mapa de Localidad o el Mapa General de Bogotá D.C., que tienen un costo pero ofrecen información más precisa <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/mapa-general-de-bogota-dc"" target=""_blank"" rel=""noopener"">[8]</a><a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/mapa-especial-bogota-dc-con-localidades"" target=""_blank"" rel=""noopener"">[19]</a>.\n\nPara más información sobre servicios cartográficos y geográficos, te recomiendo visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co.', 'timestamp': '2025-08-15T11:49:10Z'}]",CONVERSATION#2025-08-15T16:49:10.937030,"{'nombre': 'Daniel Alfonso Gonzalez Parra', 'ciudad': 'Bogota'}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:49:10.937030,
"[{'from': 'bot', 'text': 'Entiendo que estás buscando un mapa gratuito de tu barrio en Bogotá.Aunque Catastro Bogotá ofrece mapas detallados, la mayoría de sus productos cartográficos tienen un costo.Sin embargo, hay algunas opciones gratuitas que podrían servirte:1. Mapas Bogotá:   Este es un servicio gratuito ofrecido por la Infraestructura de Datos Espaciales para el Distrito Capital (IDECA).Puedes acceder a mapas detallados de todos los barrios de Bogotá sin costo  .   Pasos para usar Mapas Bogotá:   - Visita el sitio web: https://mapas.bogota.gov.co/   - Utiliza la barra de búsqueda para encontrar tu barrio   - Explora el mapa interactivo con diferentes capas de información2. Geoportal de Catastro Bogotá:   Aunque no es un mapa para descargar, puedes consultar información cartográfica de tu barrio de forma gratuita  .   Pasos para usar el Geoportal:   - Visita: https://geoportal.catastrobogota.gov.co/   - Busca tu barrio en el mapa interactivo   - Explora diferentes capas de información catastral3. Datos Abiertos de la UAECD:   Catastro Bogotá tiene algunos datos cartográficos disponibles gratuitamente en la plataforma de Datos Abiertos  .   Pasos para acceder:   - Visita: https://datosabiertos.bogota.gov.co/   - Busca &quot;mapa&quot; o &quot;cartografía&quot; en la barra de búsqueda   - Descarga los datos que necesites (puede requerir conocimientos técnicos para su uso)Es importante tener en cuenta que aunque estos recursos son gratuitos, pueden no tener el mismo nivel de detalle que los mapas pagos ofrecidos por Catastro Bogotá.Sin embargo, son excelentes opciones para obtener una visión general de tu barrio sin costo.Si necesitas un mapa más detallado o específico, puedes considerar los productos cartográficos de Catastro Bogotá, como el Mapa de Localidad o el Mapa General de Bogotá D.C., que tienen un costo pero ofrecen información más precisa [8][19].Para más información sobre servicios cartográficos y geográficos, te recomiendo visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co.', 'timestamp': '2025-08-15T11:51:53Z'}]",CONVERSATION#2025-08-15T16:51:53.877303,"{'nombre': '', 'ciudad': ''}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:51:53.877303,
,FEEDBACK#2025-08-15T16:44:11.134812,"{'nombre': '', 'ciudad': ''}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:44:11.134812,"{'type': 'like', 'option': 'Respuesta clara'}"
,FEEDBACK#2025-08-15T16:45:25.108152,"{'nombre': '', 'ciudad': ''}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:45:25.108152,"{'type': 'like', 'option': 'Respuesta clara'}"
,FEEDBACK#2025-08-15T16:51:53.877303,"{'nombre': '', 'ciudad': ''}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:51:53.877303,"{'type': 'dislike', 'comment': 'la pagina: https://geoportal.catastrobogota.gov.co/ que da como una opción de respuesta no existe', 'option': 'Otro'}"
,REGISTER#2025-08-15T16:39:00.188521,"{'nombre': 'Daniel Alfonso Gonzalez Parra', 'gerencia': 'Bogota'}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:39:00.188521,
,REGISTER#2025-08-12T14:44:53.292732,"{'nombre': 'INVERSIONES RODRIGUEZ ARIAS Y CIA SAS', 'gerencia': 'bogota'}",USER#f6bb46a6-ef61-43b0-a824-71e2e28f3e67,2025-08-12T14:44:53.292732,
,REGISTER#2025-08-14T14:33:59.388179,"{'nombre': 'Daniela Lalle Montaña', 'gerencia': 'Bogotá'}",USER#ae87e9a8-a917-4bc6-a20c-afbae2db3f4a,2025-08-14T14:33:59.388179,
,REGISTER#2025-08-04T04:59:33.087324,"{'nombre': 'Adriana Segura Zambrano', 'gerencia': 'Bogota'}",USER#ecf84654-da4b-4248-91cd-02ca8726c6bc,2025-08-04T04:59:33.087324,
"[{'from': 'user', 'text': 'Como puedo Expedir la certificación catastral', 'timestamp': '2025-08-22T08:41:36Z'}, {'from': 'bot', 'text': 'Para expedir una certificación catastral en Bogotá, tienes varias opciones disponibles. Te explicaré el proceso paso a paso:\n\n1. Trámite en línea:\n   - Ingresa a la plataforma de Catastro en Línea: https://catastroenlinea.catastrobogota.gov.co/cel <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-catastral"" target=""_blank"" rel=""noopener"">[2]</a>\n   - Selecciona la opción ""Certificado Catastral"" en el menú de trámites y servicios\n   - Completa el formulario con la información requerida del predio\n   - Realiza el pago en línea si aplica\n   - Descarga tu certificado catastral de forma inmediata  \n\n2. Trámite presencial:\n   - Acude a cualquier punto de atención SuperCADE o a la Tienda Catastral ubicada en el SuperCADE CAD (Avenida carrera 30 No. 25-90 Torre B Piso 1, Bogotá D.C.)  <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[17]</a>\n   - Lleva contigo tu documento de identidad y al menos uno de los siguientes identificadores del predio: CHIP (Código Homologado de Identificación Predial), Matrícula inmobiliaria o Dirección exacta <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[7]</a>\n   - Solicita el certificado catastral al asesor\n   - Realiza el pago correspondiente (si aplica) mediante tarjeta débito, crédito o consignación bancaria <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[13]</a>\n   - Recibirás tu certificado impreso\n\nEs importante tener en cuenta que el certificado catastral incluye información como:\n- Dirección actual y anterior\n- Código de sector\n- CHIP\n- Cédula catastral\n- Área de terreno y construcción\n- Uso y destino del predio <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[10]</a>\n\nEl tiempo de entrega para solicitudes en línea es inmediato, mientras que para solicitudes presenciales puede variar según el tipo de certificado y la complejidad de la información requerida   .\n\nPara obtener más información sobre este y otros trámites catastrales, puedes visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co', 'timestamp': '2025-08-22T08:41:36Z'}]",CONVERSATION#2025-08-22T13:41:37.604882,"{'nombre': 'María Cristina ricoguillen', 'ciudad': 'Bogotá D.C.'}",USER#4ef0f68c-aead-4fd9-8cd4-fdec1d7bae35,2025-08-22T13:41:37.604882,
"[{'from': 'bot', 'text': 'Para expedir una certificación catastral en Bogotá, tienes varias opciones disponibles.Te explicaré el proceso paso a paso:1. Trámite en línea:   - Ingresa a la plataforma de Catastro en Línea: https://catastroenlinea.catastrobogota.gov.co/cel [2]   - Selecciona la opción &quot;Certificado Catastral&quot; en el menú de trámites y servicios   - Completa el formulario con la información requerida del predio   - Realiza el pago en línea si aplica   - Descarga tu certificado catastral de forma inmediata  2. Trámite presencial:   - Acude a cualquier punto de atención SuperCADE o a la Tienda Catastral ubicada en el SuperCADE CAD (Avenida carrera 30 No.25-90 Torre B Piso 1, Bogotá D.C.)  [17]   - Lleva contigo tu documento de identidad y al menos uno de los siguientes identificadores del predio: CHIP (Código Homologado de Identificación Predial), Matrícula inmobiliaria o Dirección exacta [7]   - Solicita el certificado catastral al asesor   - Realiza el pago correspondiente (si aplica) mediante tarjeta débito, crédito o consignación bancaria [13]   - Recibirás tu certificado impresoEs importante tener en cuenta que el certificado catastral incluye información como:- Dirección actual y anterior- Código de sector- CHIP- Cédula catastral- Área de terreno y construcción- Uso y destino del predio [10]El tiempo de entrega para solicitudes en línea es inmediato, mientras que para solicitudes presenciales puede variar según el tipo de certificado y la complejidad de la información requerida   .Para obtener más información sobre este y otros trámites catastrales, puedes visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co', 'timestamp': '2025-08-22T08:45:50Z'}]",CONVERSATION#2025-08-22T13:45:51.307938,"{'nombre': '', 'ciudad': ''}",USER#4ef0f68c-aead-4fd9-8cd4-fdec1d7bae35,2025-08-22T13:45:51.307938,
"[{'from': 'user', 'text': 'Cómo hago para solicitar la Certificación catastral en un internet', 'timestamp': '2025-08-22T08:47:46Z'}, {'from': 'bot', 'text': 'Para solicitar la Certificación catastral por internet, puedes seguir estos pasos:\n\n1. Ingresa a la plataforma de Catastro en Línea:\n   Visita el sitio web oficial: https://catastroenlinea.catastrobogota.gov.co/cel <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-catastral"" target=""_blank"" rel=""noopener"">[2]</a> \n\n2. Regístrate en la plataforma:\n   Si es tu primera vez, deberás crear una cuenta. El sistema te enviará una clave segura a tu correo electrónico para iniciar el trámite  \n\n3. Inicia sesión:\n   Una vez registrado, ingresa con tu usuario y la clave que recibiste por correo.\n\n4. Selecciona el trámite:\n   En el menú que se encuentra al costado izquierdo, busca y selecciona la opción ""Certificado Catastral"" <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-catastral"" target=""_blank"" rel=""noopener"">[2]</a>\n\n5. Busca el predio:\n   En la barra de búsqueda, ubica el predio de interés digitando al menos uno de los siguientes identificadores:\n   - CHIP (Código Homologado de Identificación Predial)\n   - Matrícula inmobiliaria\n   - Dirección exacta <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[5]</a>\n\n6. Selecciona el tipo de certificado:\n   Escoge el certificado catastral que necesitas. Algunos tipos disponibles son:\n   - Certificado Catastral\n   - Certificado de Inscripción Catastral\n   - Certificado de No Inscripción Catastral <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-de-inscripcion-en-el-censo-catastral-bogota-dc"" target=""_blank"" rel=""noopener"">[10]</a>\n\n7. Realiza el pago (si aplica):\n   Si el certificado tiene costo, podrás realizar el pago en línea a través de PSE <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[13]</a>\n\n8. Descarga tu certificado:\n   Una vez completado el proceso, podrás descargar tu certificado en formato PDF <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[12]</a>\n\nEs importante tener en cuenta que:\n- La obtención del certificado catastral en línea es inmediata  \n- El certificado incluirá información como dirección actual y anterior, código de sector, CHIP, cédula catastral, área de terreno y construcción, uso y destino del predio <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[12]</a>\n- Si tienes problemas durante la compra en la Tienda virtual, puedes escribir al correo electrónico tiendavirtualuaecd@catastrobogota.gov.co para informar sobre el incidente <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[12]</a>\n\nRecuerda que para realizar este trámite en línea, necesitarás tener a mano la información de tus predios, como dirección, matrícula inmobiliaria, CHIP y datos de la escritura  .\n\nPara más información sobre este y otros trámites catastrales, puedes visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co', 'timestamp': '2025-08-22T08:47:46Z'}]",CONVERSATION#2025-08-22T13:47:46.568846,"{'nombre': 'María Cristina ricoguillen', 'ciudad': 'Bogotá D.C.'}",USER#4ef0f68c-aead-4fd9-8cd4-fdec1d7bae35,2025-08-22T13:47:46.568846,
